series,date,sector,value
growth_qoq,2020-04-01,p2,-31.7
growth_qoq,2020-04-01,p3,-16.7
growth_qoq,2020-04-01,p4,-42.4
growth_qoq,2020-04-01,p5,-16.6
growth_qoq,2020-04-01,p6,-0.4
growth_qoq,2020-07-01,p0,21.6
growth_qoq,2020-07-01,p1,22.2
growth_qoq,2020-07-01,p2,0.2
growth_qoq,2020-07-01,p3,27.2
growth_qoq,2020-07-01,p4,64.3
growth_qoq,2020-07-01,p5,19.9
growth_qoq,2020-07-01,p6,12.8
growth_qoq,2020-10-01,p0,2.9
growth_qoq,2020-10-01,p1,-2.6
growth_qoq,2020-10-01,p2,7.1
growth_qoq,2020-10-01,p3,2.7
growth_qoq,2020-10-01,p4,-4.7
growth_qoq,2020-10-01,p5,3.6
growth_qoq,2020-10-01,p6,18.2
growth_qoq,2021-01-01,p0,-2.1
growth_qoq,2021-01-01,p1,-4.8
growth_qoq,2021-01-01,p2,31.2
growth_qoq,2021-01-01,p3,-1.0
growth_qoq,2021-01-01,p4,-0.8
growth_qoq,2021-01-01,p5,-5.5
growth_qoq,2021-01-01,p6,-11.6
growth_qoq,2021-04-01,p0,0.9
growth_qoq,2021-04-01,p1,15.6
growth_qoq,2021-04-01,p2,8.1
growth_qoq,2021-04-01,p3,1.7
growth_qoq,2021-04-01,p4,-8.2
growth_qoq,2021-04-01,p5,-2.2
growth_qoq,2021-04-01,p6,10.5
growth_qoq,2021-07-01,p0,1.1
growth_qoq,2021-07-01,p1,16.3
growth_qoq,2021-07-01,p2,-11.1
growth_qoq,2021-07-01,p3,2.7
growth_qoq,2021-07-01,p4,-6.6
growth_qoq,2021-07-01,p5,0.7
growth_qoq,2021-07-01,p6,-19.1
growth_qoq,2021-10-01,p0,12.2
growth_qoq,2021-10-01,p1,6.2
growth_qoq,2021-10-01,p2,17.5
growth_qoq,2021-10-01,p3,13.3
growth_qoq,2021-10-01,p4,6.8
growth_qoq,2021-10-01,p5,12.3
growth_qoq,2021-10-01,p6,22.5
growth_qoq,2022-01-01,p0,-0.3
growth_qoq,2022-01-01,p1,-6.9
growth_qoq,2022-01-01,p2,26.4
growth_qoq,2022-01-01,p3,-3.2
growth_qoq,2022-01-01,p4,7.3
growth_qoq,2022-01-01,p5,-2.0
growth_qoq,2022-01-01,p6,-9.0
growth_qoq,2022-04-01,p0,5.5
growth_qoq,2022-04-01,p1,10.5
growth_qoq,2022-04-01,p2,10.7
growth_qoq,2022-04-01,p3,4.5
growth_qoq,2022-04-01,p4,0.6
growth_qoq,2022-04-01,p5,4.1
growth_qoq,2022-04-01,p6,18.4
growth_qoq,2022-07-01,p0,2.7
growth_qoq,2022-07-01,p1,-9.5
growth_qoq,2022-07-01,p2,-6.5
growth_qoq,2022-07-01,p3,6.2
growth_qoq,2022-07-01,p4,4.3
growth_qoq,2022-07-01,p5,5.3
growth_qoq,2022-07-01,p6,-3.6
growth_qoq,2022-10-01,p0,2.0
growth_qoq,2022-10-01,p1,-8.0
growth_qoq,2022-10-01,p2,-3.3
growth_qoq,2022-10-01,p3,2.6
growth_qoq,2022-10-01,p4,0.4
growth_qoq,2022-10-01,p5,4.4
growth_qoq,2022-10-01,p6,6.5
growth_qoq,2023-01-01,p0,-4.8
growth_qoq,2023-01-01,p1,-11.8
growth_qoq,2023-01-01,p2,-0.6
growth_qoq,2023-01-01,p3,-6.4
growth_qoq,2023-01-01,p4,3.6
growth_qoq,2023-01-01,p5,-4.3
growth_qoq,2023-01-01,p6,-9.2
growth_qoq,2023-04-01,p0,-0.7
growth_qoq,2023-04-01,p1,3.4
growth_qoq,2023-04-01,p2,-9.2
growth_qoq,2023-04-01,p3,-2.4
growth_qoq,2023-04-01,p4,0.2
growth_qoq,2023-04-01,p5,0.6
growth_qoq,2023-04-01,p6,13.4
growth_qoq,2023-07-01,p0,4.8
growth_qoq,2023-07-01,p1,16.9
growth_qoq,2023-07-01,p2,-9.3
growth_qoq,2023-07-01,p3,4.3
growth_qoq,2023-07-01,p4,5.3
growth_qoq,2023-07-01,p5,5.6
growth_qoq,2023-07-01,p6,-1.5
growth_qoq,2023-10-01,p0,2.8
growth_qoq,2023-10-01,p1,-6.8
growth_qoq,2023-10-01,p2,10.6
growth_qoq,2023-10-01,p3,2.9
growth_qoq,2023-10-01,p4,-2.9
growth_qoq,2023-10-01,p5,3.4
growth_qoq,2023-10-01,p6,10.1
growth_qoq,2024-01-01,p0,-2.0
growth_qoq,2024-01-01,p1,-6.5
growth_qoq,2024-01-01,p2,15.6
growth_qoq,2024-01-01,p3,-3.8
growth_qoq,2024-01-01,p4,10.4
growth_qoq,2024-01-01,p5,-3.7
growth_qoq,2024-01-01,p6,-12.2
growth_qoq,2024-04-01,p0,1.9
growth_qoq,2024-04-01,p1,10.3
growth_qoq,2024-04-01,p2,-5.8
growth_qoq,2024-04-01,p3,1.9
growth_qoq,2024-04-01,p4,4.7
growth_qoq,2024-04-01,p5,1.7
growth_qoq,2024-04-01,p6,10.0
growth_qoq,2024-07-01,p0,3.3
growth_qoq,2024-07-01,p1,12.1
growth_qoq,2024-07-01,p2,-21.1
growth_qoq,2024-07-01,p3,4.8
growth_qoq,2024-07-01,p4,7.7
growth_qoq,2024-07-01,p5,4.8
growth_qoq,2024-07-01,p6,14.1
growth_qoq,2024-10-01,p0,2.3
growth_qoq,2024-10-01,p1,2.0
growth_qoq,2024-10-01,p2,2.8
growth_qoq,2024-10-01,p3,-0.2
growth_qoq,2024-10-01,p4,-2.8
growth_qoq,2024-10-01,p5,3.7
growth_qoq,2024-10-01,p6,-0.2
growth_qoq,2025-01-01,p0,-3.3
growth_qoq,2025-01-01,p1,-13.3
growth_qoq,2025-01-01,p2,13.5
growth_qoq,2025-01-01,p3,-3.6
growth_qoq,2025-01-01,p4,4.0
growth_qoq,2025-01-01,p5,-4.0
growth_qoq,2025-01-01,p6,-14.4
growth_qoq,2025-04-01,p0,0.7
growth_qoq,2025-04-01,p1,6.7
growth_qoq,2025-04-01,p2,-12.7
growth_qoq,2025-04-01,p3,-0.0
growth_qoq,2025-04-01,p4,2.0
growth_qoq,2025-04-01,p5,1.6
growth_qoq,2025-04-01,p6,18.7
